orth11046: Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Ccap|XP_004536939.1
orth3722: Bcur|XP_011180253.1 Bdor|XP_011199049.1 Bole|XP_014090514.1 Ccap|XP_004531383.1
orth3721: Bcur|XP_011180252.1 Bdor|XP_011199050.1 Bole|XP_014090467.1 Ccap|XP_004531382.1
orth3720: Bcur|XP_011180251.1 Bdor|XP_011214514.1 Bole|XP_014090491.1 Ccap|XP_012159737.1
orth3727: Bcur|XP_011180259.1 Bdor|XP_011199036.1 Bole|XP_014090490.1 Ccap|XP_004531394.1
orth3726: Bcur|XP_011180257.1 Bdor|XP_011199042.1 Bole|XP_014090465.1 Ccap|XP_004531384.1
orth3725: Bcur|XP_011180256.1 Bdor|XP_011199044.1 Bole|XP_014090494.1 Ccap|XP_004531386.1
orth3724: Bcur|XP_011180255.1 Bdor|XP_011205812.1 Bole|XP_014096711.1 Ccap|XP_004522421.1
orth3099: Bcur|XP_011178892.1 Bdor|XP_011213337.1 Bole|XP_014088548.1 Ccap|XP_012160261.1
orth3098: Bcur|XP_011178890.1 Bdor|XP_011201121.1 Bole|XP_014088546.1 Ccap|XP_004533813.1
orth3729: Bcur|XP_011180261.1 Bdor|XP_011199038.1 Bole|XP_014090486.1 Ccap|XP_004531390.1
orth3728: Bcur|XP_011180260.1 Bdor|XP_011199037.1 Bole|XP_014090487.1 Ccap|XP_004531393.1
orth8605: Bcur|XP_011191092.1 Bdor|XP_011202323.1 Bole|XP_014102438.1 Ccap|XP_012160503.1
orth8604: Bcur|XP_011191089.1 Bdor|XP_011200648.1 Bole|XP_014088512.1 Ccap|XP_004530622.1
orth8607: Bcur|XP_011191094.1 Bdor|XP_011202327.1 Bole|XP_014102444.1 Ccap|XP_004518864.1
orth8606: Bcur|XP_011191093.1 Bdor|XP_011202325.1 Bole|XP_014102445.1 Ccap|XP_004518861.1
orth8601: Bcur|XP_011191086.1 Bdor|XP_011202321.1 Bole|XP_014102476.1 Ccap|XP_004518866.1
orth8600: Bcur|XP_011191084.1 Bdor|XP_011202322.1 Bole|XP_014102301.1 Ccap|XP_004518865.2
orth8603: Bcur|XP_011191088.1 Bdor|XP_011202317.1 Bole|XP_014102468.1 Ccap|XP_012160518.1
orth8602: Bcur|XP_011191087.1 Bdor|XP_011202316.1 Bole|XP_014102474.1 Ccap|XP_004518868.1
orth8609: Bcur|XP_011191099.1 Bdor|XP_011202329.1 Bole|XP_014102449.1 Ccap|XP_004518857.1
orth8608: Bcur|XP_011191095.1 Bdor|XP_011202328.1 Bole|XP_014102443.1 Ccap|XP_004518856.1
orth9794: Bcur|XP_011193859.1 Bdor|XP_011213229.1 Bole|XP_014099288.1 Ccap|XP_004536775.1
orth9259: Bcur|XP_011192533.1 Bdor|XP_011212005.1 Bole|XP_014086571.1 Ccap|XP_004523688.1
orth6117: Bcur|XP_011185759.1 Bdor|XP_011210590.1 Bole|XP_014086940.1 Ccap|XP_012155360.1
orth6116: Bcur|XP_011185758.1 Bdor|XP_011212879.1 Bole|XP_014097448.1 Ccap|XP_004524491.1
orth6115: Bcur|XP_011185756.1 Bdor|XP_011210588.1 Bole|XP_014086864.1 Ccap|XP_004521762.1
orth6114: Bcur|XP_011185755.1 Bdor|XP_011210589.1 Bole|XP_014086863.1 Ccap|XP_004521763.1
orth6113: Bcur|XP_011185754.1 Bdor|XP_011210586.1 Bole|XP_014086871.1 Ccap|XP_004521760.1
orth6112: Bcur|XP_011185753.1 Bdor|XP_011210587.1 Bole|XP_014086922.1 Ccap|XP_004521761.1
orth6111: Bcur|XP_011185752.1 Bdor|XP_011210585.1 Bole|XP_014086923.1 Ccap|XP_004521759.1
orth6110: Bcur|XP_011185750.1 Bdor|XP_011205067.1 Bole|XP_014093371.1 Ccap|XP_004518598.1
orth8317: Bcur|XP_011190502.1 Bdor|XP_011214215.1 Bole|XP_014103117.1 Ccap|XP_004518563.1
orth6119: Bcur|XP_011185772.1 Bdor|XP_011210603.1 Bole|XP_014086970.1 Ccap|XP_004521764.1
orth6118: Bcur|XP_011185768.1 Bdor|XP_011210599.1 Bole|XP_014086959.1 Ccap|XP_004521765.1
orth3547: Bcur|XP_011179874.1 Bdor|XP_011205167.1 Bole|XP_014100230.1 Ccap|XP_004535121.1
orth3546: Bcur|XP_011179872.1 Bdor|XP_011205165.1 Bole|XP_014101237.1 Ccap|XP_004520046.1
orth3545: Bcur|XP_011179870.1 Bdor|XP_011202956.1 Bole|XP_014097825.1 Ccap|XP_004518778.1
orth3544: Bcur|XP_011179866.1 Bdor|XP_011205160.1 Bole|XP_014100410.1 Ccap|XP_004520055.1
orth3543: Bcur|XP_011179864.1 Bdor|XP_011205158.1 Bole|XP_014101731.1 Ccap|XP_004520058.1
orth3542: Bcur|XP_011179863.1 Bdor|XP_011205157.1 Bole|XP_014101383.1 Ccap|XP_004520057.1
orth3541: Bcur|XP_011179860.1 Bdor|XP_011205151.1 Bole|XP_014097557.1 Ccap|XP_004520061.1
orth3540: Bcur|XP_011179859.1 Bdor|XP_011205086.1 Bole|XP_014099505.1 Ccap|XP_004518765.1
orth6603: Bcur|XP_011186883.1 Bdor|XP_011213923.1 Bole|XP_014098987.1 Ccap|XP_012159815.1
orth3549: Bcur|XP_011179884.1 Bdor|XP_011202953.1 Bole|XP_014097824.1 Ccap|XP_004518779.2
orth3548: Bcur|XP_011179875.1 Bdor|XP_011205168.1 Bole|XP_014101592.1 Ccap|XP_012160932.1
orth10621: Bcur|XP_011196063.1 Bdor|XP_011199233.1 Bole|XP_014094739.1 Ccap|XP_004525775.1
orth10620: Bcur|XP_011196056.1 Bdor|XP_011199225.1 Bole|XP_014094737.1 Ccap|XP_012157269.1
orth10623: Bcur|XP_011196065.1 Bdor|XP_011199246.1 Bole|XP_014098762.1 Ccap|XP_004525527.1
orth10622: Bcur|XP_011196064.1 Bdor|XP_011199235.1 Bole|XP_014094741.1 Ccap|XP_004525774.2
orth10625: Bcur|XP_011196071.1 Bdor|XP_011199247.1 Bole|XP_014098763.1 Ccap|XP_012157283.1
orth10624: Bcur|XP_011196068.1 Bdor|XP_011204722.1 Bole|XP_014086312.1 Ccap|XP_004522507.1
orth10627: Bcur|XP_011196082.1 Bdor|XP_011204721.1 Bole|XP_014086311.1 Ccap|XP_004522357.1
orth8316: Bcur|XP_011190501.1 Bdor|XP_011214217.1 Bole|XP_014103115.1 Ccap|XP_004518564.1
orth10629: Bcur|XP_011196084.1 Bdor|XP_011199237.1 Bole|XP_014099604.1 Ccap|XP_004525521.1
orth10628: Bcur|XP_011196083.1 Bdor|XP_011199239.1 Bole|XP_014101134.1 Ccap|XP_004525777.1
orth9639: Bcur|XP_011193462.1 Bdor|XP_011209331.1 Bole|XP_014093472.1 Ccap|XP_004518534.1
orth9638: Bcur|XP_011193460.1 Bdor|XP_011209330.1 Bole|XP_014093476.1 Ccap|XP_012158916.1
orth9633: Bcur|XP_011193448.1 Bdor|XP_011209264.1 Bole|XP_014094014.1 Ccap|XP_004518501.1
orth9632: Bcur|XP_011193446.1 Bdor|XP_011202747.1 Bole|XP_014086745.1 Ccap|XP_004523109.1
orth9631: Bcur|XP_011193445.1 Bdor|XP_011209265.1 Bole|XP_014094003.1 Ccap|XP_004518541.1
orth9630: Bcur|XP_011193444.1 Bdor|XP_011209263.1 Bole|XP_014094015.1 Ccap|XP_004518502.1
orth9637: Bcur|XP_011193455.1 Bdor|XP_011209273.1 Bole|XP_014094009.1 Ccap|XP_004518491.1
orth9636: Bcur|XP_011193453.1 Bdor|XP_011209270.1 Bole|XP_014094019.1 Ccap|XP_004518494.1
orth9635: Bcur|XP_011193450.1 Bdor|XP_011209266.1 Bole|XP_014094005.1 Ccap|XP_004518496.1
orth9634: Bcur|XP_011193449.1 Bdor|XP_011209268.1 Bole|XP_014094004.1 Ccap|XP_004518499.1
orth9554: Bcur|XP_011193239.1 Bdor|XP_011211693.1 Bole|XP_014086650.1 Ccap|XP_004530214.2
orth9555: Bcur|XP_011193240.1 Bdor|XP_011211697.1 Bole|XP_014086655.1 Ccap|XP_004530212.1
orth9552: Bcur|XP_011193235.1 Bdor|XP_011211692.1 Bole|XP_014086705.1 Ccap|XP_004530216.1
orth9553: Bcur|XP_011193238.1 Bdor|XP_011211695.1 Bole|XP_014086710.1 Ccap|XP_004530213.1
orth9550: Bcur|XP_011193232.1 Bdor|XP_011204480.1 Bole|XP_014096787.1 Ccap|XP_012162761.1
orth9551: Bcur|XP_011193234.1 Bdor|XP_011211691.1 Bole|XP_014086658.1 Ccap|XP_004530217.1
orth3899: Bcur|XP_011180612.1 Bdor|XP_011208974.1 Bole|XP_014089472.1 Ccap|XP_004519123.1
orth3898: Bcur|XP_011180610.1 Bdor|XP_011204997.1 Bole|XP_014099511.1 Ccap|XP_004518654.1
orth3891: Bcur|XP_011180593.1 Bdor|XP_011208961.1 Bole|XP_014089466.1 Ccap|XP_004518965.1
orth3890: Bcur|XP_011180592.1 Bdor|XP_011208962.1 Bole|XP_014089471.1 Ccap|XP_004518963.1
orth3893: Bcur|XP_011180596.1 Bdor|XP_011209032.1 Bole|XP_014089460.1 Ccap|XP_004518962.1
orth3892: Bcur|XP_011180594.1 Bdor|XP_011208959.1 Bole|XP_014089468.1 Ccap|XP_004518966.1
orth3895: Bcur|XP_011180604.1 Bdor|XP_011208966.1 Bole|XP_014089465.1 Ccap|XP_004518960.1
orth3894: Bcur|XP_011180601.1 Bdor|XP_011210774.1 Bole|XP_014093334.1 Ccap|XP_012159386.1
orth3897: Bcur|XP_011180607.1 Bdor|XP_011208968.1 Bole|XP_014089478.1 Ccap|XP_004518957.1
orth3896: Bcur|XP_011180606.1 Bdor|XP_011208967.1 Bole|XP_014089495.1 Ccap|XP_004519125.2
orth4049: Bcur|XP_011180932.1 Bdor|XP_011199064.1 Bole|XP_014089809.1 Ccap|XP_004533563.1
orth4048: Bcur|XP_011180931.1 Bdor|XP_011199067.1 Bole|XP_014089787.1 Ccap|XP_004533564.1
orth4519: Bcur|XP_011181973.1 Bdor|XP_011208731.1 Bole|XP_014091901.1 Ccap|XP_012159051.1
orth4518: Bcur|XP_011181967.1 Bdor|XP_011208607.1 Bole|XP_014096140.1 Ccap|XP_004521310.1
orth4043: Bcur|XP_011180926.1 Bdor|XP_011199058.1 Bole|XP_014089796.1 Ccap|XP_004533559.1
orth4042: Bcur|XP_011180924.1 Bdor|XP_011199055.1 Bole|XP_014089793.1 Ccap|XP_004533553.1
orth4041: Bcur|XP_011180923.1 Bdor|XP_011199056.1 Bole|XP_014089794.1 Ccap|XP_004533557.1
orth4040: Bcur|XP_011180922.1 Bdor|XP_011199054.1 Bole|XP_014089791.1 Ccap|XP_012160163.1
orth4047: Bcur|XP_011180930.1 Bdor|XP_011199068.1 Bole|XP_014089816.1 Ccap|XP_004533565.1
orth4510: Bcur|XP_011181951.1 Bdor|XP_011208703.1 Bole|XP_014090612.1 Ccap|XP_004530014.1
orth4513: Bcur|XP_011181958.1 Bdor|XP_011208713.1 Bole|XP_014090656.1 Ccap|XP_004530006.1
orth4512: Bcur|XP_011181955.1 Bdor|XP_011208707.1 Bole|XP_014090633.1 Ccap|XP_012158991.1
orth9234: Bcur|XP_011192459.1 Bdor|XP_011200991.1 Bole|XP_014099682.1 Ccap|XP_004524759.1
orth3651: Bcur|XP_011180093.1 Bdor|XP_011214286.1 Bole|XP_014085178.1 Ccap|XP_004522894.1
orth5648: Bcur|XP_011184664.1 Bdor|XP_011206004.1 Bole|XP_014091951.1 Ccap|XP_004534655.1
orth5649: Bcur|XP_011184665.1 Bdor|XP_011206226.1 Bole|XP_014091909.1 Ccap|XP_004534873.2
orth5646: Bcur|XP_011184660.1 Bdor|XP_011211098.1 Bole|XP_014099093.1 Ccap|XP_004526725.1
orth5647: Bcur|XP_011184661.1 Bdor|XP_011205951.1 Bole|XP_014097349.1 Ccap|XP_012160672.1
orth5644: Bcur|XP_011184657.1 Bdor|XP_011206215.1 Bole|XP_014090338.1 Ccap|XP_004523753.1
orth5645: Bcur|XP_011184659.1 Bdor|XP_011205696.1 Bole|XP_014097814.1 Ccap|XP_012159902.1
orth5642: Bcur|XP_011184653.1 Bdor|XP_011206212.1 Bole|XP_014090245.1 Ccap|XP_004534833.1
orth5643: Bcur|XP_011184655.1 Bdor|XP_011206213.1 Bole|XP_014090247.1 Ccap|XP_012160812.1
orth5640: Bcur|XP_011184649.1 Bdor|XP_011206210.1 Bole|XP_014090334.1 Ccap|XP_004534828.1
orth5641: Bcur|XP_011184650.1 Bdor|XP_011206209.1 Bole|XP_014090239.1 Ccap|XP_004534829.1
orth6389: Bcur|XP_011186395.1 Bdor|XP_011199942.1 Bole|XP_014088330.1 Ccap|XP_004530616.2
orth2913: Bcur|XP_011178497.1 Bdor|XP_011207752.1 Bole|XP_014086349.1 Ccap|XP_004530333.1
orth2912: Bcur|XP_011178496.1 Bdor|XP_011205776.1 Bole|XP_014096712.1 Ccap|XP_004522424.1
orth2911: Bcur|XP_011178493.1 Bdor|XP_011207757.1 Bole|XP_014086414.1 Ccap|XP_004530332.1
orth2910: Bcur|XP_011178491.1 Bdor|XP_011205087.1 Bole|XP_014098197.1 Ccap|XP_004518756.1
orth2917: Bcur|XP_011178507.1 Bdor|XP_011207742.1 Bole|XP_014086339.1 Ccap|XP_004530322.1
orth2916: Bcur|XP_011178506.1 Bdor|XP_011207953.1 Bole|XP_014086380.1 Ccap|XP_004530323.1
orth2915: Bcur|XP_011178504.1 Bdor|XP_011207745.1 Bole|XP_014086365.1 Ccap|XP_004530324.1
orth2914: Bcur|XP_011178502.1 Bdor|XP_011207748.1 Bole|XP_014086534.1 Ccap|XP_004530325.1
orth2919: Bcur|XP_011178509.1 Bdor|XP_011207732.1 Bole|XP_014086398.1 Ccap|XP_004530319.1
orth2918: Bcur|XP_011178508.1 Bdor|XP_011205779.1 Bole|XP_014096705.1 Ccap|XP_004522054.1
orth2269: Bcur|XP_011177089.1 Bdor|XP_011203288.1 Bole|XP_014095464.1 Ccap|XP_004519203.1
orth2268: Bcur|XP_011177087.1 Bdor|XP_011203285.1 Bole|XP_014095465.1 Ccap|XP_004519261.1
orth6386: Bcur|XP_011186392.1 Bdor|XP_011199500.1 Bole|XP_014088332.1 Ccap|XP_004530581.1
orth2535: Bcur|XP_011177627.1 Bdor|XP_011205269.1 Bole|XP_014099222.1 Ccap|XP_012159565.1
orth2534: Bcur|XP_011177626.1 Bdor|XP_011205021.1 Bole|XP_014095228.1 Ccap|XP_004518645.1
orth2821: Bcur|XP_011178290.1 Bdor|XP_011211648.1 Bole|XP_014089859.1 Ccap|XP_004536610.1
orth2820: Bcur|XP_011178289.1 Bdor|XP_011211647.1 Bole|XP_014089841.1 Ccap|XP_004536659.2
orth2827: Bcur|XP_011178311.1 Bdor|XP_011205751.1 Bole|XP_014093068.1 Ccap|XP_004522048.1
orth2826: Bcur|XP_011178309.1 Bdor|XP_011211637.1 Bole|XP_014089888.1 Ccap|XP_004536620.1
orth2825: Bcur|XP_011178302.1 Bdor|XP_011211760.1 Bole|XP_014088255.1 Ccap|XP_012160542.1
orth2824: Bcur|XP_011178296.1 Bdor|XP_011211504.1 Bole|XP_014096507.1 Ccap|XP_004534304.1
orth6342: Bcur|XP_011186316.1 Bdor|XP_011207243.1 Bole|XP_014095984.1 Ccap|XP_012161330.1
orth6343: Bcur|XP_011186318.1 Bdor|XP_011207246.1 Bole|XP_014095983.1 Ccap|XP_012161333.1
orth6340: Bcur|XP_011186314.1 Bdor|XP_011207244.1 Bole|XP_014095991.1 Ccap|XP_004535789.1
orth6341: Bcur|XP_011186315.1 Bdor|XP_011207245.1 Bole|XP_014095992.1 Ccap|XP_012161332.1
orth6346: Bcur|XP_011186321.1 Bdor|XP_011207250.1 Bole|XP_014095989.1 Ccap|XP_004522626.1
orth6347: Bcur|XP_011186322.1 Bdor|XP_011207251.1 Bole|XP_014095987.1 Ccap|XP_004522627.1
orth6344: Bcur|XP_011186319.1 Bdor|XP_011207247.1 Bole|XP_014095982.1 Ccap|XP_012155799.1
orth6345: Bcur|XP_011186320.1 Bdor|XP_011207249.1 Bole|XP_014095981.1 Ccap|XP_004522630.1
orth6348: Bcur|XP_011186323.1 Bdor|XP_011207344.1 Bole|XP_014094124.1 Ccap|XP_004522625.1
orth6349: Bcur|XP_011186324.1 Bdor|XP_011207253.1 Bole|XP_014094113.1 Ccap|XP_004522622.1
orth5330: Bcur|XP_011183927.1 Bdor|XP_011210104.1 Bole|XP_014095793.1 Ccap|XP_012160098.1
orth5331: Bcur|XP_011183928.1 Bdor|XP_011210015.1 Bole|XP_014099125.1 Ccap|XP_004533363.1
orth5336: Bcur|XP_011183933.1 Bdor|XP_011203728.1 Bole|XP_014089562.1 Ccap|XP_004537347.1
orth5337: Bcur|XP_011183937.1 Bdor|XP_011203729.1 Bole|XP_014089561.1 Ccap|XP_004537348.1
orth7666: Bcur|XP_011189143.1 Bdor|XP_011208594.1 Bole|XP_014087990.1 Ccap|XP_012161489.1
orth5846: Bcur|XP_011185119.1 Bdor|XP_011198031.1 Bole|XP_014088008.1 Ccap|XP_012161147.1
orth5335: Bcur|XP_011183932.1 Bdor|XP_011203730.1 Bole|XP_014089551.1 Ccap|XP_004537346.1
orth9826: Bcur|XP_011193963.1 Bdor|XP_011202436.1 Bole|XP_014094432.1 Ccap|XP_004526155.1
orth7667: Bcur|XP_011189147.1 Bdor|XP_011202930.1 Bole|XP_014100328.1 Ccap|XP_004518698.1
orth9824: Bcur|XP_011193954.1 Bdor|XP_011213598.1 Bole|XP_014095015.1 Ccap|XP_012156302.1
orth9825: Bcur|XP_011193958.1 Bdor|XP_011202788.1 Bole|XP_014086746.1 Ccap|XP_004523150.1
orth9822: Bcur|XP_011193941.1 Bdor|XP_011197228.1 Bole|XP_014099958.1 Ccap|XP_012155448.1
orth9823: Bcur|XP_011193943.1 Bdor|XP_011202791.1 Bole|XP_014086740.1 Ccap|XP_004523151.1
orth9820: Bcur|XP_011193936.1 Bdor|XP_011200671.1 Bole|XP_014098332.1 Ccap|XP_004526596.1
orth9821: Bcur|XP_011193938.1 Bdor|XP_011205659.1 Bole|XP_014090856.1 Ccap|XP_004518743.1
orth9828: Bcur|XP_011193967.1 Bdor|XP_011206783.1 Bole|XP_014094568.1 Ccap|XP_004536368.1
orth9829: Bcur|XP_011193968.1 Bdor|XP_011206781.1 Bole|XP_014094569.1 Ccap|XP_004536366.1
orth7659: Bcur|XP_011189135.1 Bdor|XP_011208587.1 Bole|XP_014087950.1 Ccap|XP_004536065.1
orth7664: Bcur|XP_011189141.1 Bdor|XP_011208597.1 Bole|XP_014087943.1 Ccap|XP_004536071.1
orth2643: Bcur|XP_011177885.1 Bdor|XP_011208903.1 Bole|XP_014103574.1 Ccap|XP_012162228.1
orth7658: Bcur|XP_011189134.1 Bdor|XP_011208586.1 Bole|XP_014087942.1 Ccap|XP_004536062.1
orth2642: Bcur|XP_011177881.1 Bdor|XP_011208820.1 Bole|XP_014103575.1 Ccap|XP_004537535.1
orth2641: Bcur|XP_011177880.1 Bdor|XP_011208821.1 Bole|XP_014103594.1 Ccap|XP_004537534.1
orth2640: Bcur|XP_011177879.1 Bdor|XP_011208818.1 Bole|XP_014103565.1 Ccap|XP_004537538.1
orth2647: Bcur|XP_011177898.1 Bdor|XP_011208831.1 Bole|XP_014103646.1 Ccap|XP_012162224.1
orth2646: Bcur|XP_011177893.1 Bdor|XP_011208827.1 Bole|XP_014103581.1 Ccap|XP_004537531.1
orth7653: Bcur|XP_011189117.1 Bdor|XP_011198185.1 Bole|XP_014091846.1 Ccap|XP_004535542.1
orth2645: Bcur|XP_011177889.1 Bdor|XP_011208826.1 Bole|XP_014103662.1 Ccap|XP_004537533.1
orth7652: Bcur|XP_011189116.1 Bdor|XP_011213523.1 Bole|XP_014087947.1 Ccap|XP_012161462.1
orth2644: Bcur|XP_011177888.1 Bdor|XP_011208823.1 Bole|XP_014103606.1 Ccap|XP_004537643.1
orth7651: Bcur|XP_011189114.1 Bdor|XP_011213524.1 Bole|XP_014087963.1 Ccap|XP_012161494.1
orth3392: Bcur|XP_011179479.1 Bdor|XP_011204284.1 Bole|XP_014102269.1 Ccap|XP_004517668.1
orth3393: Bcur|XP_011179482.1 Bdor|XP_011204282.1 Bole|XP_014102043.1 Ccap|XP_004517665.1
orth3390: Bcur|XP_011179475.1 Bdor|XP_011204287.1 Bole|XP_014102274.1 Ccap|XP_004517673.1
orth3391: Bcur|XP_011179477.1 Bdor|XP_011204286.1 Bole|XP_014102080.1 Ccap|XP_004517671.1
orth3396: Bcur|XP_011179506.1 Bdor|XP_011204246.1 Bole|XP_014090814.1 Ccap|XP_004517647.1
orth3397: Bcur|XP_011179513.1 Bdor|XP_011204239.1 Bole|XP_014090822.1 Ccap|XP_004517643.1
orth3394: Bcur|XP_011179503.1 Bdor|XP_011204244.1 Bole|XP_014090816.1 Ccap|XP_004517645.1
orth3395: Bcur|XP_011179504.1 Bdor|XP_011204245.1 Bole|XP_014090793.1 Ccap|XP_004517646.1
orth7657: Bcur|XP_011189132.1 Bdor|XP_011208584.1 Bole|XP_014088004.1 Ccap|XP_004536059.1
orth3398: Bcur|XP_011179517.1 Bdor|XP_011204238.1 Bole|XP_014090784.1 Ccap|XP_004517639.1
orth3399: Bcur|XP_011179518.1 Bdor|XP_011204233.1 Bole|XP_014090787.1 Ccap|XP_004517635.1
orth7349: Bcur|XP_011188474.1 Bdor|XP_011204178.1 Bole|XP_014092068.1 Ccap|XP_004517605.1
orth7348: Bcur|XP_011188472.1 Bdor|XP_011204179.1 Bole|XP_014092106.1 Ccap|XP_004517606.1
orth7656: Bcur|XP_011189128.1 Bdor|XP_011208583.1 Bole|XP_014087993.1 Ccap|XP_004536057.1
orth7655: Bcur|XP_011189127.1 Bdor|XP_011208581.1 Bole|XP_014087955.1 Ccap|XP_004536056.1
orth7654: Bcur|XP_011189118.1 Bdor|XP_011213127.1 Bole|XP_014087966.1 Ccap|XP_004536045.1
orth3978: Bcur|XP_011180780.1 Bdor|XP_011212769.1 Bole|XP_014096166.1 Ccap|XP_004524554.1
orth3979: Bcur|XP_011180781.1 Bdor|XP_011212770.1 Bole|XP_014094694.1 Ccap|XP_004524553.1
orth3976: Bcur|XP_011180771.1 Bdor|XP_011212760.1 Bole|XP_014096217.1 Ccap|XP_004524560.1
orth3977: Bcur|XP_011180772.1 Bdor|XP_011212762.1 Bole|XP_014095803.1 Ccap|XP_004524555.1
orth3974: Bcur|XP_011180768.1 Bdor|XP_011212758.1 Bole|XP_014094951.1 Ccap|XP_004524563.1
orth3975: Bcur|XP_011180769.1 Bdor|XP_011212759.1 Bole|XP_014094656.1 Ccap|XP_004524562.1
orth3972: Bcur|XP_011180767.1 Bdor|XP_011212757.1 Bole|XP_014095136.1 Ccap|XP_004524564.1
orth3973: Bcur|XP_011180651.1 Bdor|XP_011209027.1 Bole|XP_014093757.1 Ccap|XP_012161985.1
orth3970: Bcur|XP_011180765.1 Bdor|XP_011212755.1 Bole|XP_014095017.1 Ccap|XP_004524565.1
orth3971: Bcur|XP_011180766.1 Bdor|XP_011212756.1 Bole|XP_014094306.1 Ccap|XP_004524566.1
orth8010: Bcur|XP_011189833.1 Bdor|XP_011199837.1 Bole|XP_014089854.1 Ccap|XP_004521583.1
orth8011: Bcur|XP_011189834.1 Bdor|XP_011199839.1 Bole|XP_014089843.1 Ccap|XP_004521582.1
orth8012: Bcur|XP_011189835.1 Bdor|XP_011199840.1 Bole|XP_014090484.1 Ccap|XP_004521581.1
orth8013: Bcur|XP_011189836.1 Bdor|XP_011199841.1 Bole|XP_014088749.1 Ccap|XP_004521579.1
orth8014: Bcur|XP_011189839.1 Bdor|XP_011199843.1 Bole|XP_014090205.1 Ccap|XP_004521578.1
orth8015: Bcur|XP_011189840.1 Bdor|XP_011202922.1 Bole|XP_014096252.1 Ccap|XP_004518714.1
orth8016: Bcur|XP_011189841.1 Bdor|XP_011199844.1 Bole|XP_014089028.1 Ccap|XP_004521575.1
orth8017: Bcur|XP_011189842.1 Bdor|XP_011199845.1 Bole|XP_014090652.1 Ccap|XP_012155253.1
orth8018: Bcur|XP_011189843.1 Bdor|XP_011199851.1 Bole|XP_014090851.1 Ccap|XP_004521573.1
orth8019: Bcur|XP_011189844.1 Bdor|XP_011199848.1 Bole|XP_014088966.1 Ccap|XP_004521570.1
orth3932: Bcur|XP_011180659.1 Bdor|XP_011200851.1 Bole|XP_014099068.1 Ccap|XP_004519909.1
orth7971: Bcur|XP_011189756.1 Bdor|XP_011200905.1 Bole|XP_014094276.1 Ccap|XP_004524277.1
orth10458: Bcur|XP_011195732.1 Bdor|XP_011213111.1 Bole|XP_014103791.1 Ccap|XP_004526955.1
orth10459: Bcur|XP_011195733.1 Bdor|XP_011213110.1 Bole|XP_014103790.1 Ccap|XP_004526954.1
orth3933: Bcur|XP_011180663.1 Bdor|XP_011200854.1 Bole|XP_014099065.1 Ccap|XP_004519907.1
orth10452: Bcur|XP_011195723.1 Bdor|XP_011213091.1 Bole|XP_014085136.1 Ccap|XP_004526943.1
orth10453: Bcur|XP_011195724.1 Bdor|XP_011213112.1 Bole|XP_014103769.1 Ccap|XP_012158062.1
orth10450: Bcur|XP_011195721.1 Bdor|XP_011213089.1 Bole|XP_014103765.1 Ccap|XP_004526940.1
orth10451: Bcur|XP_011195722.1 Bdor|XP_011213090.1 Bole|XP_014085130.1 Ccap|XP_004526941.1
orth10456: Bcur|XP_011195728.1 Bdor|XP_011213095.1 Bole|XP_014085149.1 Ccap|XP_012158060.1
orth10457: Bcur|XP_011195731.1 Bdor|XP_011204750.1 Bole|XP_014098655.1 Ccap|XP_004522380.1
orth10454: Bcur|XP_011195725.1 Bdor|XP_011213092.1 Bole|XP_014085137.1 Ccap|XP_004526942.1
orth10455: Bcur|XP_011195727.1 Bdor|XP_011213097.1 Bole|XP_014085129.1 Ccap|XP_004526946.1
orth3930: Bcur|XP_011180656.1 Bdor|XP_011209037.1 Bole|XP_014089910.1 Ccap|XP_012157083.1
orth7707: Bcur|XP_011189214.1 Bdor|XP_011197735.1 Bole|XP_014103694.1 Ccap|XP_004525895.1
orth5079: Bcur|XP_011183264.1 Bdor|XP_011213159.1 Bole|XP_014102466.1 Ccap|XP_004518896.1
orth5078: Bcur|XP_011183262.1 Bdor|XP_011209568.1 Bole|XP_014089663.1 Ccap|XP_004531160.1
orth5071: Bcur|XP_011183233.1 Bdor|XP_011209348.1 Bole|XP_014089677.1 Ccap|XP_012161530.1
orth5070: Bcur|XP_011183231.1 Bdor|XP_011209344.1 Bole|XP_014089660.1 Ccap|XP_012161539.1
orth5073: Bcur|XP_011183256.1 Bdor|XP_011212675.1 Bole|XP_014094985.1 Ccap|XP_004527069.1
orth5072: Bcur|XP_011183255.1 Bdor|XP_011209350.1 Bole|XP_014089674.1 Ccap|XP_004536138.1
orth5075: Bcur|XP_011183259.1 Bdor|XP_011209478.1 Bole|XP_014096945.1 Ccap|XP_012159622.1
orth5074: Bcur|XP_011183258.1 Bdor|XP_011209573.1 Bole|XP_014093959.1 Ccap|XP_004519258.1
orth5077: Bcur|XP_011183261.1 Bdor|XP_011209572.1 Bole|XP_014100884.1 Ccap|XP_004531171.1
orth5076: Bcur|XP_011183260.1 Bdor|XP_011209441.1 Bole|XP_014100883.1 Ccap|XP_004531172.1
orth4808: Bcur|XP_011182638.1 Bdor|XP_011197379.1 Bole|XP_014095260.1 Ccap|XP_004534113.1
orth4708: Bcur|XP_011182421.1 Bdor|XP_011203637.1 Bole|XP_014100760.1 Ccap|XP_004533415.1
orth4709: Bcur|XP_011182422.1 Bdor|XP_011197491.1 Bole|XP_014091571.1 Ccap|XP_012159057.1
