orth2333: Afra|m.10026 Aobl|m.12854 Asus|M.10026_R0 Bcor|m.49852 Bcur|XP_011176775.1 Bdor|XP_011207020.1 Bjar|m.26921 Blat|m.41225 Bmin|m.16652 Bole|XP_014097011.1 Btry|M.41225_R0 Bzon|m.21935 Ccap|XP_004523616.1
orth4170: Afra|m.26394 Aobl|m.20895 Asus|M.26394_R0 Bcor|m.6296 Bcur|XP_011190919.1 Bdor|XP_011207558.1 Blat|m.5151 Bmin|m.24743 Bole|XP_014097014.1 Btry|M.5151_R0 Bzon|m.19970 Ccap|XP_004525969.1
orth4171: Afra|m.26396 Aobl|m.11838 Asus|M.26396_R0 Bcor|m.29910 Bcur|XP_011178740.1 Bdor|XP_011198064.1 Bjar|m.26698 Blat|m.26139 Bole|XP_014099353.1 Btry|M.26139_R0 Bzon|m.20616 Ccap|XP_004520533.1
orth4172: Afra|m.26399 Aobl|m.18399 Bcor|m.30703 Bcur|XP_011181854.1 Bdor|XP_011208628.1 Bjar|m.24375 Blat|m.6282 Bmin|m.7990 Bole|XP_014092502.1 Btry|M.6282_R0 Bzon|m.30740 Ccap|XP_012155041.1
orth4174: Afra|m.26421 Aobl|m.3087 Asus|M.26421_R0 Bcor|m.20924 Bcur|XP_011180730.1 Bdor|XP_011211101.1 Blat|m.41987 Bole|XP_014098583.1 Btry|M.41987_R0 Bzon|m.52413 Ccap|XP_004519952.1 Bmin|m.25574
orth4175: Afra|m.26422 Aobl|m.23032 Asus|M.26422_R0 Bcor|m.48831 Bcur|XP_011180423.1 Bdor|XP_011213016.1 Blat|m.18367 Bmin|m.12063 Bole|XP_014097426.1 Btry|M.18368_R0 Bzon|m.30718 Ccap|XP_004529953.1
orth4176: Afra|m.26435 Aobl|m.7437 Asus|M.26435_R0 Bcor|m.41806 Bcur|XP_011179863.1 Bdor|XP_011205157.1 Bjar|m.3567 Blat|m.49571 Bole|XP_014101383.1 Btry|M.49571_R0 Bzon|m.16633 Ccap|XP_004520057.1
orth4178: Afra|m.26597 Aobl|m.11128 Asus|M.26597_R0 Bcor|m.10760 Bcur|XP_011185580.1 Bdor|XP_011211197.1 Bjar|m.3329 Blat|m.58963 Bole|XP_014095837.1 Btry|M.58963_R0 Bzon|m.37791 Ccap|XP_004537246.1
orth4179: Afra|m.26615 Asus|M.26615_R0 Bcor|m.35851 Bcur|XP_011177893.1 Bdor|XP_011208827.1 Bjar|m.5688 Blat|m.61041 Bmin|m.8392 Bole|XP_014103581.1 Btry|M.61041_R0 Bzon|m.23129 Ccap|XP_004537531.1
orth4180: Afra|m.26650 Asus|M.26650_R0 Bcor|m.17043 Bcur|XP_011182468.1 Bdor|XP_011209204.1 Bjar|m.8926 Blat|m.47294 Bmin|m.5423 Bole|XP_014089185.1 Btry|M.47294_R0 Bzon|m.52797 Ccap|XP_004524126.1
orth4181: Afra|m.26663 Aobl|m.13804 Asus|M.26663_R0 Bcor|m.33554 Bcur|XP_011183932.1 Bdor|XP_011203730.1 Blat|m.23097 Bmin|m.7539 Bole|XP_014089551.1 Btry|M.23097_R0 Bzon|m.6039 Ccap|XP_004537346.1
orth4182: Afra|m.26717 Aobl|m.10506 Asus|M.26717_R0 Bcor|m.21094 Bcur|XP_011177714.1 Bdor|XP_011199722.1 Blat|m.62228 Bmin|m.8727 Bole|XP_014092355.1 Btry|M.62228_R0 Bzon|m.44379 Ccap|XP_004531006.1
orth4183: Afra|m.26728 Aobl|m.17022 Asus|M.26728_R0 Bcor|m.9254 Bcur|XP_011192130.1 Bdor|XP_011202384.1 Blat|m.42090 Bmin|m.3772 Bole|XP_014102327.1 Btry|M.42090_R0 Bzon|m.54678 Ccap|XP_004523969.1
orth4184: Afra|m.2676 Aobl|m.16244 Asus|M.2676_R0 Bcor|m.2088 Bcur|XP_011193450.1 Bdor|XP_011209266.1 Blat|m.64724 Bmin|m.504 Bole|XP_014094005.1 Btry|M.64724_R0 Bzon|m.7422 Ccap|XP_004518496.1
orth4185: Afra|m.26847 Aobl|m.14225 Asus|M.26847_R0 Bcor|m.33794 Bcur|XP_011192510.1 Bdor|XP_011209534.1 Blat|m.61731 Bmin|m.4787 Bole|XP_014093783.1 Btry|M.61731_R0 Bzon|m.13403 Ccap|XP_004518196.1
orth4186: Afra|m.26877 Aobl|m.5550 Asus|M.26877_R0 Bcor|m.39441 Bcur|XP_011190028.1 Bdor|XP_011207015.1 Blat|m.42054 Bmin|m.7821 Bole|XP_014089055.1 Btry|M.42054_R0 Bzon|m.48671 Ccap|XP_004536191.1
orth4187: Afra|m.26888 Aobl|m.6893 Asus|M.26889_R0 Bcor|m.30899 Bcur|XP_011191552.1 Bdor|XP_011212483.1 Bjar|m.7455 Blat|m.60445 Bole|XP_014090547.1 Btry|M.60445_R0 Bzon|m.6765 Ccap|XP_004523438.1
orth4188: Afra|m.26907 Asus|M.26907_R0 Bcor|m.4343 Bcur|XP_011186864.1 Bdor|XP_011201296.1 Bjar|m.6233 Blat|m.56989 Bmin|m.6699 Bole|XP_014091726.1 Btry|M.56989_R0 Bzon|m.51664 Ccap|XP_004525638.1
orth4189: Afra|m.26957 Aobl|m.11740 Asus|M.26957_R0 Bcor|m.12850 Bcur|XP_011186800.1 Bdor|XP_011197763.1 Bjar|m.2590 Blat|m.42310 Bole|XP_014089437.1 Btry|M.42310_R0 Bzon|m.39294 Ccap|XP_004520294.1
orth4190: Afra|m.26967 Asus|M.26967_R0 Bcor|m.41808 Bcur|XP_011180927.1 Bdor|XP_011199059.1 Bjar|m.7126 Blat|m.52000 Bmin|m.23088 Bole|XP_014089797.1 Btry|M.52000_R0 Bzon|m.53715 Ccap|XP_004533560.1
orth4191: Afra|m.26973 Aobl|m.20225 Asus|M.26973_R0 Bcor|m.19055 Bcur|XP_011191017.1 Bdor|XP_011197221.1 Blat|m.52828 Bmin|m.25322 Bole|XP_014087411.1 Btry|M.52828_R0 Bzon|m.37867 Ccap|XP_004534009.1
orth4192: Afra|m.26974 Aobl|m.12959 Asus|M.26974_R0 Bcor|m.41877 Bcur|XP_011179165.1 Bdor|XP_011203082.1 Bjar|m.5618 Blat|m.31473 Bole|XP_014103467.1 Btry|M.31473_R0 Bzon|m.41138 Ccap|XP_004537251.2
orth4195: Afra|m.27009 Aobl|m.16344 Asus|M.27008_R0 Bcor|m.23534 Bcur|XP_011188406.1 Bdor|XP_011202023.1 Blat|m.2956 Bmin|m.15528 Bole|XP_014087972.1 Btry|M.2955_R0 Bzon|m.16866 Ccap|XP_004527206.1
orth4196: Afra|m.27016 Aobl|m.17877 Asus|M.27016_R0 Bcor|m.5615 Bcur|XP_011194121.1 Bdor|XP_011200346.1 Bjar|m.3846 Blat|m.34079 Bole|XP_014099468.1 Btry|M.34079_R0 Bzon|m.10039 Ccap|XP_004521463.1
orth4197: Afra|m.27026 Aobl|m.21303 Asus|M.27026_R0 Bcor|m.50455 Bcur|XP_011177566.1 Bdor|XP_011207135.1 Bjar|m.12604 Blat|m.42814 Bole|XP_014101779.1 Btry|M.42814_R0 Bzon|m.8270 Ccap|XP_004529486.1
orth4198: Afra|m.27062 Asus|M.27060_R0 Bcor|m.41079 Bcur|XP_011178509.1 Bdor|XP_011207732.1 Bjar|m.17819 Blat|m.26896 Bmin|m.9935 Bole|XP_014086398.1 Btry|M.26896_R0 Bzon|m.18025 Ccap|XP_004530319.1
orth4199: Afra|m.2707 Aobl|m.11184 Asus|M.2707_R0 Bcor|m.46782 Bcur|XP_011190574.1 Bdor|XP_011209079.1 Bjar|m.10342 Blat|m.10348 Bole|XP_014089244.1 Btry|M.10348_R0 Bzon|m.22230 Ccap|XP_004534558.1
orth4200: Afra|m.27086 Aobl|m.12070 Asus|M.27086_R0 Bcor|m.37703 Bcur|XP_011183718.1 Bdor|XP_011210917.1 Bjar|m.6111 Blat|m.43486 Bole|XP_014090365.1 Btry|M.43486_R0 Bzon|m.19177 Ccap|XP_004526888.1
orth4201: Afra|m.27095 Asus|M.27095_R0 Bcor|m.42481 Bcur|XP_011182503.1 Bdor|XP_011209161.1 Bjar|m.10130 Blat|m.43324 Bmin|m.24672 Bole|XP_014089193.1 Btry|M.43324_R0 Bzon|m.2748 Ccap|XP_004535653.1
orth4202: Afra|m.27101 Aobl|m.7837 Asus|M.27101_R0 Bcor|m.11361 Bcur|XP_011193806.1 Bdor|XP_011198941.1 Bjar|m.7539 Blat|m.27493 Bmin|m.3042 Bole|XP_014096626.1 Bzon|m.5235 Ccap|XP_004524693.1
orth4203: Afra|m.27112 Asus|M.27112_R0 Bcor|m.28066 Bcur|XP_011185023.1 Bdor|XP_011206679.1 Bjar|m.24285 Blat|m.61056 Bmin|m.21965 Bole|XP_014098356.1 Btry|M.61058_R0 Bzon|m.24256 Ccap|XP_004529293.1
orth4204: Afra|m.27133 Aobl|m.2564 Asus|M.27133_R0 Bcor|m.14096 Bcur|XP_011184811.1 Bdor|XP_011198426.1 Blat|m.2995 Bmin|m.3275 Bole|XP_014097586.1 Btry|M.2995_R0 Bzon|m.42282 Ccap|XP_012158636.1
orth4205: Afra|m.27204 Asus|M.27204_R0 Bcor|m.24310 Bcur|XP_011191065.1 Bdor|XP_011202308.1 Bjar|m.1003 Blat|m.21245 Bmin|m.8582 Bole|XP_014102522.1 Btry|M.21245_R0 Bzon|m.26705 Ccap|XP_004518870.1
orth4206: Afra|m.2726 Aobl|m.4610 Asus|M.2726_R0 Bcor|m.48238 Bcur|XP_011176891.1 Bdor|XP_011211855.1 Blat|m.14226 Bmin|m.23314 Bole|XP_014091999.1 Btry|M.14226_R0 Bzon|m.20565 Ccap|XP_004518404.1
orth4207: Afra|m.27293 Aobl|m.9331 Asus|M.27293_R0 Bcor|m.52190 Bcur|XP_011189573.1 Bdor|XP_011213969.1 Bjar|m.5246 Blat|m.37864 Bole|XP_014090984.1 Btry|M.37864_R0 Bzon|m.10673 Ccap|XP_004536276.1
orth4208: Afra|m.27329 Asus|M.27329_R0 Bcor|m.2505 Bcur|XP_011183424.1 Bdor|XP_011206394.1 Bjar|m.8442 Blat|m.49041 Bmin|m.7326 Bole|XP_014086060.1 Btry|M.49041_R0 Bzon|m.1784 Ccap|XP_004518824.1
orth4209: Afra|m.27387 Aobl|m.19264 Asus|M.27387_R0 Bcor|m.36418 Bcur|XP_011179313.1 Bdor|XP_011200288.1 Blat|m.58577 Bmin|m.8737 Bole|XP_014088450.1 Btry|M.58577_R0 Bzon|m.32372 Ccap|XP_004522095.1
orth4210: Afra|m.27452 Aobl|m.26968 Asus|M.27452_R0 Bcor|m.33786 Bcur|XP_011177907.1 Bdor|XP_011208841.1 Bjar|m.15752 Blat|m.34169 Bole|XP_014103577.1 Btry|M.34172_R0 Bzon|m.4011 Ccap|XP_012162222.1
orth4211: Afra|m.27605 Aobl|m.26105 Asus|M.27605_R0 Bcor|m.3622 Bcur|XP_011195880.1 Bdor|XP_011207432.1 Blat|m.57151 Bmin|m.20905 Bole|XP_014092965.1 Btry|M.57151_R0 Bzon|m.8521 Ccap|XP_004525414.1
orth4212: Afra|m.27638 Aobl|m.6249 Bcor|m.49706 Bcur|XP_011184285.1 Bdor|XP_011203977.1 Bjar|m.18211 Blat|m.56691 Bmin|m.12878 Bole|XP_014090797.1 Btry|M.56691_R0 Bzon|m.3901 Ccap|XP_012159918.1
orth4213: Afra|m.27648 Aobl|m.5299 Asus|M.27648_R0 Bcor|m.48629 Bcur|XP_011180074.1 Bdor|XP_011214283.1 Bjar|m.7094 Blat|m.20898 Bole|XP_014085306.1 Btry|M.20896_R0 Bzon|m.32120 Ccap|XP_004522885.1
orth4214: Afra|m.27667 Aobl|m.12505 Asus|M.27667_R0 Bcor|m.12930 Bcur|XP_011185700.1 Bdor|XP_011210526.1 Blat|m.57165 Bmin|m.12008 Bole|XP_014097994.1 Btry|M.57164_R0 Bzon|m.14201 Ccap|XP_012154941.1
orth4215: Afra|m.27701 Aobl|m.7862 Asus|M.27701_R0 Bcor|m.45155 Bcur|XP_011182907.1 Bdor|XP_011204850.1 Blat|m.20867 Bmin|m.26220 Bole|XP_014094880.1 Btry|M.20867_R0 Bzon|m.48158 Ccap|XP_012161423.1
orth4216: Afra|m.27705 Aobl|m.20392 Asus|M.27705_R0 Bcor|m.39227 Bcur|XP_011176737.1 Bdor|XP_011211983.1 Bjar|m.22558 Blat|m.13750 Bole|XP_014086621.1 Btry|M.13750_R0 Bzon|m.30153 Ccap|XP_004523658.1
orth4218: Afra|m.27761 Aobl|m.11943 Asus|M.27761_R0 Bcor|m.20539 Bcur|XP_011178314.1 Bdor|XP_011207934.1 Blat|m.59692 Bmin|m.13405 Bole|XP_014086542.1 Btry|M.59692_R0 Bzon|m.17754 Ccap|XP_004526688.1
orth4219: Afra|m.27767 Aobl|m.19319 Asus|M.27767_R0 Bcor|m.5273 Bcur|XP_011193910.1 Bdor|XP_011205425.1 Blat|m.21544 Bmin|m.15660 Bole|XP_014087274.1 Btry|M.21544_R0 Bzon|m.30210 Ccap|XP_012154797.1
orth4220: Afra|m.27788 Asus|M.27788_R0 Bcor|m.6258 Bcur|XP_011180173.1 Bdor|XP_011213231.1 Bjar|m.3216 Blat|m.14971 Bmin|m.10164 Bole|XP_014097179.1 Btry|M.14971_R0 Bzon|m.22795 Ccap|XP_004520313.1
orth4221: Afra|m.27811 Asus|M.27811_R0 Bcor|m.21190 Bcur|XP_011185584.1 Bdor|XP_011211204.1 Bjar|m.2683 Blat|m.27873 Bole|XP_014095812.1 Btry|M.27873_R0 Bzon|m.15731 Ccap|XP_004536989.1 Bmin|m.24388
orth4222: Afra|m.27813 Aobl|m.8425 Asus|M.27813_R0 Bcor|m.21773 Bcur|XP_011178797.1 Bdor|XP_011201080.1 Bjar|m.4257 Blat|m.26081 Bole|XP_014088590.1 Btry|M.26081_R0 Bzon|m.9841 Ccap|XP_004533738.1
orth4223: Afra|m.27815 Aobl|m.9294 Asus|M.27815_R0 Bcor|m.36529 Bcur|XP_011184557.1 Bdor|XP_011206113.1 Blat|m.55166 Bmin|m.7166 Bole|XP_014090341.1 Btry|M.55166_R0 Bzon|m.14703 Ccap|XP_012160763.1
orth4224: Afra|m.27824 Asus|M.27824_R0 Bcor|m.32239 Bcur|XP_011182214.1 Bdor|XP_011208414.1 Bjar|m.14627 Blat|m.37735 Bmin|m.11424 Bole|XP_014095026.1 Btry|M.37735_R0 Bzon|m.8285 Ccap|XP_004537444.1
orth4226: Afra|m.27846 Aobl|m.1319 Asus|M.27846_R0 Bcor|m.32593 Bcur|XP_011180420.1 Bdor|XP_011213012.1 Blat|m.22556 Bmin|m.9892 Bole|XP_014097428.1 Btry|M.22556_R0 Bzon|m.16293 Ccap|XP_004529954.1
orth4227: Afra|m.2785 Asus|M.2786_R0 Bcor|m.19447 Bcur|XP_011178682.1 Bdor|XP_011205797.1 Bjar|m.20063 Blat|m.23258 Bmin|m.9633 Bole|XP_014096659.1 Btry|M.23258_R0 Bzon|m.34319 Ccap|XP_004522063.1
orth4229: Afra|m.2793 Aobl|m.25170 Asus|M.2793_R0 Bcor|m.47030 Bcur|XP_011180607.1 Bdor|XP_011208968.1 Bjar|m.13695 Blat|m.16088 Bole|XP_014089478.1 Btry|M.16088_R0 Bzon|m.35647 Ccap|XP_004518957.1
orth4231: Afra|m.27947 Aobl|m.8111 Asus|M.27947_R0 Bcor|m.15231 Bcur|XP_011190885.1 Bdor|XP_011207533.1 Blat|m.21739 Bmin|m.7757 Bole|XP_014097880.1 Btry|M.21739_R0 Bzon|m.42876 Ccap|XP_012161295.1
orth4232: Afra|m.27958 Aobl|m.11173 Asus|M.27958_R0 Bcor|m.32571 Bcur|XP_011192924.1 Bdor|XP_011211475.1 Blat|m.8432 Bmin|m.8221 Bole|XP_014085848.1 Btry|M.8432_R0 Bzon|m.47483 Ccap|XP_004534272.1
orth4233: Afra|m.27990 Asus|M.27990_R0 Bcor|m.42941 Bcur|XP_011187920.1 Bdor|XP_011209126.1 Bjar|m.15598 Blat|m.29390 Bmin|m.9273 Bole|XP_014096567.1 Btry|M.29390_R0 Bzon|m.55676 Ccap|XP_004534595.1
orth4234: Afra|m.280 Aobl|m.5804 Asus|M.280_R0 Bcor|m.32617 Bcur|XP_011185304.1 Bdor|XP_011210478.1 Bjar|m.25324 Blat|m.37292 Bole|XP_014098557.1 Btry|M.37292_R0 Bzon|m.15745 Ccap|XP_004521222.1
orth4235: Afra|m.28077 Aobl|m.6160 Asus|M.28077_R0 Bcor|m.31737 Bcur|XP_011191597.1 Bdor|XP_011206902.1 Bjar|m.12535 Blat|m.59307 Bole|XP_014093702.1 Btry|M.59307_R0 Bzon|m.5799 Ccap|XP_004517363.1
orth4236: Afra|m.28078 Aobl|m.27540 Asus|M.28078_R0 Bcor|m.49176 Bcur|XP_011182074.1 Bdor|XP_011212382.1 Bjar|m.6741 Blat|m.38888 Bole|XP_014086314.1 Btry|M.38888_R0 Bzon|m.28822 Ccap|XP_004534494.1
orth4237: Afra|m.28081 Asus|M.28081_R0 Bcor|m.682 Bcur|XP_011185027.1 Bdor|XP_011206676.1 Bjar|m.14144 Blat|m.51495 Bmin|m.3516 Bole|XP_014096643.1 Btry|M.51495_R0 Bzon|m.25775 Ccap|XP_004529289.1
orth4238: Afra|m.28092 Aobl|m.9550 Asus|M.28092_R0 Bcor|m.40815 Bcur|XP_011176920.1 Bdor|XP_011211837.1 Bjar|m.2560 Blat|m.41619 Bole|XP_014093795.1 Btry|M.41619_R0 Bzon|m.11639 Ccap|XP_004518380.1
orth4239: Afra|m.28097 Aobl|m.4331 Asus|M.28097_R0 Bcor|m.34733 Bcur|XP_011190236.1 Bdor|XP_011197205.1 Blat|m.59546 Bmin|m.6611 Bole|XP_014089365.1 Btry|M.59546_R0 Bzon|m.1610 Ccap|XP_004521528.1
orth4240: Afra|m.28113 Aobl|m.6168 Asus|M.28113_R0 Bcor|m.36963 Bcur|XP_011181127.1 Bdor|XP_011212280.1 Blat|m.1021 Bmin|m.20146 Bole|XP_014099724.1 Btry|M.1021_R0 Bzon|m.40448 Ccap|XP_004534414.1
orth4241: Afra|m.28123 Aobl|m.12078 Asus|M.28123_R0 Bcor|m.46577 Bcur|XP_011183752.1 Bdor|XP_011210938.1 Blat|m.2554 Bmin|m.4127 Bole|XP_014099523.1 Btry|M.2554_R0 Bzon|m.41495 Ccap|XP_004527079.2
orth4242: Afra|m.28155 Aobl|m.6990 Asus|M.28155_R0 Bcor|m.13793 Bcur|XP_011188807.1 Bdor|XP_011199404.1 Blat|m.14053 Bmin|m.6301 Bole|XP_014094658.1 Btry|M.14053_R0 Bzon|m.35053 Ccap|XP_004533259.1
orth4243: Afra|m.28171 Aobl|m.14796 Asus|M.28171_R0 Bcor|m.19699 Bcur|XP_011187761.1 Bdor|XP_011200569.1 Blat|m.56571 Bmin|m.6972 Bole|XP_014096428.1 Btry|M.56571_R0 Bzon|m.7437 Ccap|XP_004535313.1
orth4244: Afra|m.28173 Aobl|m.6199 Asus|M.28173_R0 Bcor|m.20717 Bcur|XP_011196272.1 Bdor|XP_011202256.1 Bjar|m.15510 Blat|m.6646 Bole|XP_014085959.1 Btry|M.6646_R0 Bzon|m.41264 Ccap|XP_004537509.1
orth4245: Afra|m.28174 Asus|M.28174_R0 Bcor|m.47879 Bcur|XP_011193811.1 Bdor|XP_011212394.1 Bjar|m.10066 Blat|m.21891 Bmin|m.6053 Bole|XP_014087235.1 Btry|M.21891_R0 Bzon|m.34236 Ccap|XP_004534501.1
orth4246: Afra|m.28207 Aobl|m.21859 Asus|M.28207_R0 Bcor|m.14943 Bcur|XP_011178112.1 Bdor|XP_011211498.1 Bjar|m.16802 Blat|m.29312 Bmin|m.11761 Bole|XP_014096522.1 Bzon|m.22183 Ccap|XP_004534296.1
orth4247: Afra|m.28235 Asus|M.28235_R0 Bcor|m.32627 Bcur|XP_011180296.1 Bdor|XP_011199012.1 Bjar|m.15244 Blat|m.20261 Bole|XP_014087320.1 Btry|M.20261_R0 Bzon|m.27023 Ccap|XP_004531409.1 Bmin|m.24355
orth4250: Afra|m.28308 Aobl|m.7636 Asus|M.28308_R0 Bcor|m.24532 Bcur|XP_011183335.1 Bdor|XP_011206301.1 Blat|m.59012 Bmin|m.2836 Bole|XP_014085996.1 Btry|M.59012_R0 Bzon|m.31250 Ccap|XP_012158193.1
orth4251: Afra|m.28328 Asus|M.28328_R0 Bcor|m.12811 Bcur|XP_011183675.1 Bdor|XP_011210867.1 Bjar|m.3615 Blat|m.43326 Bmin|m.10409 Bole|XP_014090404.1 Btry|M.43326_R0 Bzon|m.12981 Ccap|XP_004526860.1
orth4254: Afra|m.28354 Aobl|m.15141 Asus|M.28354_R0 Bcor|m.37111 Bcur|XP_011188113.1 Bdor|XP_011205816.1 Bjar|m.24469 Blat|m.19627 Bole|XP_014096954.1 Btry|M.19627_R0 Bzon|m.17199 Ccap|XP_004529152.1
orth4255: Afra|m.28381 Aobl|m.14371 Asus|M.28381_R0 Bcor|m.42480 Bcur|XP_011196021.1 Bdor|XP_011201981.1 Blat|m.58851 Bmin|m.5761 Bole|XP_014094915.1 Btry|M.58851_R0 Bzon|m.28255 Ccap|XP_004525492.1
orth4256: Afra|m.28383 Aobl|m.2194 Asus|M.28383_R0 Bcor|m.40837 Bcur|XP_011191898.1 Bdor|XP_011214834.1 Blat|m.26988 Bmin|m.11468 Bole|XP_014088258.1 Btry|M.26988_R0 Bzon|m.4168 Ccap|XP_004533840.1
orth4257: Afra|m.28425 Aobl|m.10340 Asus|M.28425_R0 Bcor|m.19408 Bcur|XP_011184996.1 Bdor|XP_011206700.1 Bjar|m.10138 Blat|m.62653 Bole|XP_014096770.1 Btry|M.62653_R0 Bzon|m.20230 Ccap|XP_012158657.1
orth4259: Afra|m.28510 Asus|M.28510_R0 Bcor|m.6263 Bcur|XP_011180570.1 Bdor|XP_011208942.1 Bjar|m.1325 Blat|m.11800 Bmin|m.8696 Bole|XP_014094468.1 Btry|M.11800_R0 Bzon|m.25675 Ccap|XP_012161150.1
orth4260: Afra|m.28517 Aobl|m.9252 Asus|M.28517_R0 Bcor|m.32113 Bcur|XP_011192542.1 Bdor|XP_011212013.1 Blat|m.2799 Bmin|m.14514 Bole|XP_014086630.1 Btry|M.2799_R0 Bzon|m.39002 Ccap|XP_004523719.1
orth4261: Afra|m.28562 Aobl|m.18825 Asus|M.28562_R0 Bcor|m.50887 Bcur|XP_011178162.1 Bdor|XP_011211531.1 Blat|m.54930 Bmin|m.6938 Bole|XP_014088257.1 Bzon|m.21406 Ccap|XP_004534385.1 Btry|M.54930_R0
orth4264: Afra|m.28587 Aobl|m.13676 Asus|M.28587_R0 Bcor|m.43358 Bcur|XP_011193579.1 Bdor|XP_011213405.1 Bjar|m.5527 Blat|m.34769 Bole|XP_014090865.1 Btry|M.34769_R0 Bzon|m.52568 Ccap|XP_004533902.1
orth4265: Afra|m.28630 Aobl|m.24062 Asus|M.28630_R0 Bcor|m.27530 Bcur|XP_011181790.1 Bdor|XP_011202891.1 Blat|m.8373 Bmin|m.9201 Bole|XP_014087609.1 Btry|M.8373_R0 Bzon|m.25546 Ccap|XP_004535014.1
orth4266: Afra|m.28631 Asus|M.28631_R0 Bcor|m.33393 Bcur|XP_011195760.1 Bdor|XP_011201784.1 Bjar|m.21048 Blat|m.27840 Bmin|m.24916 Bole|XP_014091345.1 Btry|M.27840_R0 Bzon|m.18583 Ccap|XP_004526964.1
orth4267: Afra|m.28649 Asus|M.28649_R0 Bcor|m.9156 Bcur|XP_011183672.1 Bdor|XP_011210866.1 Bjar|m.17951 Blat|m.41266 Bmin|m.6317 Bole|XP_014090393.1 Btry|M.41266_R0 Bzon|m.20920 Ccap|XP_004526859.1
orth4268: Afra|m.28713 Aobl|m.14747 Asus|M.28713_R0 Bcor|m.19422 Bcur|XP_011194717.1 Bdor|XP_011204494.1 Blat|m.45767 Bmin|m.9611 Bole|XP_014097682.1 Btry|M.45767_R0 Bzon|m.44258 Ccap|XP_004523201.1
orth4269: Afra|m.28716 Asus|M.28716_R0 Bcor|m.2966 Bcur|XP_011181134.1 Bdor|XP_011212274.1 Bjar|m.3192 Blat|m.56811 Bmin|m.11009 Bole|XP_014101050.1 Btry|M.56811_R0 Bzon|m.29819 Ccap|XP_012160559.1
orth4270: Afra|m.28727 Aobl|m.951 Asus|M.28727_R0 Bcor|m.13703 Bcur|XP_011181439.1 Bdor|XP_011203384.1 Blat|m.28826 Bmin|m.13803 Bole|XP_014102810.1 Btry|M.28826_R0 Bzon|m.22304 Ccap|XP_004520771.1
orth4271: Afra|m.28759 Asus|M.28758_R0 Bcor|m.19689 Bcur|XP_011182938.1 Bdor|XP_011203685.1 Bjar|m.7930 Blat|m.6916 Bmin|m.11132 Bole|XP_014096000.1 Btry|M.6916_R0 Bzon|m.14254 Ccap|XP_004526836.1
orth4272: Afra|m.2876 Asus|M.2876_R0 Bcor|m.5517 Bcur|XP_011179939.1 Bdor|XP_011198543.1 Bjar|m.7905 Blat|m.21409 Bmin|m.13401 Bole|XP_014099962.1 Btry|M.21409_R0 Bzon|m.25885 Ccap|XP_004527417.1
orth4273: Afra|m.28783 Aobl|m.16076 Asus|M.28783_R0 Bcor|m.21775 Bcur|XP_011179213.1 Bdor|XP_011210276.1 Blat|m.27760 Bmin|m.10238 Bole|XP_014103389.1 Btry|M.27760_R0 Bzon|m.28429 Ccap|XP_012161233.1
orth4274: Afra|m.288 Aobl|m.9242 Asus|M.288_R0 Bcor|m.38296 Bcur|XP_011197095.1 Bdor|XP_011210312.1 Blat|m.46022 Bmin|m.2957 Bole|XP_014088757.1 Btry|M.46022_R0 Bzon|m.39640 Ccap|XP_004537293.1
orth4276: Afra|m.28857 Aobl|m.18602 Asus|M.28857_R0 Bcor|m.2712 Bcur|XP_011178429.1 Bdor|XP_011207815.1 Blat|m.2478 Bmin|m.2434 Bole|XP_014086516.1 Btry|M.2478_R0 Bzon|m.36916 Ccap|XP_004530371.1
orth4278: Afra|m.2891 Aobl|m.22188 Asus|M.2891_R0 Bcor|m.49352 Bcur|XP_011178115.1 Bdor|XP_011205742.1 Blat|m.30816 Bmin|m.14232 Bole|XP_014093080.1 Btry|M.30816_R0 Bzon|m.36248 Ccap|XP_004522035.1
orth4279: Afra|m.2902 Aobl|m.28305 Bcor|m.44180 Bcur|XP_011189786.1 Bdor|XP_011200936.1 Bjar|m.20732 Blat|m.54113 Bmin|m.12026 Bole|XP_014088631.1 Btry|M.54113_R0 Bzon|m.12962 Ccap|XP_004520255.1
orth4280: Afra|m.29028 Aobl|m.22246 Asus|M.29028_R0 Bcor|m.34803 Bcur|XP_011191012.1 Bdor|XP_011197220.1 Blat|m.28683 Bmin|m.15333 Bole|XP_014088096.1 Btry|M.28683_R0 Bzon|m.6173 Ccap|XP_004533859.1
orth4281: Afra|m.29054 Aobl|m.17814 Asus|M.29054_R0 Bcor|m.6828 Bcur|XP_011189227.1 Bdor|XP_011197318.1 Blat|m.15998 Bmin|m.15761 Bole|XP_014094096.1 Btry|M.15997_R0 Bzon|m.30192 Ccap|XP_012154898.1
orth4282: Afra|m.29058 Aobl|m.13310 Asus|M.29058_R0 Bcor|m.15417 Bcur|XP_011177186.1 Bdor|XP_011204382.1 Blat|m.27797 Bmin|m.4387 Bole|XP_014091869.1 Btry|M.27797_R0 Bzon|m.21523 Ccap|XP_004527352.1
orth4283: Afra|m.29077 Asus|M.29077_R0 Bcor|m.12263 Bcur|XP_011184775.1 Bdor|XP_011210353.1 Bjar|m.20406 Blat|m.7681 Bmin|m.14916 Bole|XP_014096352.1 Btry|M.7681_R0 Bzon|m.8698 Ccap|XP_004530094.1
